Ranking;Country;Regional indicator;Happiness score;GDP per capita;Social support;Healthy life expectancy;Freedom to make life choices;Generosity;Perceptions of corruption;Year
54;Thailand;Southeast Asia;5,98470;6,32450;0,81664;67;0,85368;0,69367;0,94871;2021
136;Togo;Sub-Saharan Africa;4,10680;1,45093;0,20430;55;0,40389;0,38529;0,80512;2021
122;Tunisia;Middle East and North Africa;4,59650;5,24916;0,43891;67;0,46594;0,10556;0,91908;2021
104;Turkey;Middle East and North Africa;4,94760;7,19412;0,69028;67;0,32981;0,17921;0,80903;2021
97;Turkmenistan;Commonwealth of Independent States;5,06640;5,97458;0,99988;62;0,84118;0,67612;0,94017;2021
119;Uganda;Sub-Saharan Africa;4,63650;2,07955;0,61212;56;0,55589;0,49394;0,90151;2021
110;Ukraine;Commonwealth of Independent States;4,87480;5,58894;0,81739;65;0,58244;0,33400;0,98189;2021
25;United Arab Emirates;Middle East and North Africa;6,56050;8,87917;0,73373;67;0,93587;0,43648;0,59155;2021
17;United Kingdom;Western Europe;7,06360;8,12537;0,90592;73;0,81058;0,62862;0,44029;2021
19;United States;North America and ANZ;6,95150;8,75594;0,87876;68;0,77367;0,46594;0,71859;2021
31;Uruguay;Latin America and Caribbean;6,43140;6,64560;0,88861;69;0,87359;0,23615;0,59205;2021
42;Uzbekistan;Commonwealth of Independent States;6,17880;4,39232;0,87610;65;1,00000;0,72177;0,50518;2021
107;Venezuela;Latin America and Caribbean;4,89220;4,86463;0,76552;67;0,39707;0,14390;0,86857;2021
79;Vietnam;Southeast Asia;5,41080;4,66518;0,74449;68;0,94810;0,22965;0,83330;2021
141;Yemen;Middle East and North Africa;3,65790;1,88200;0,70904;57;0,37460;0,17047;0,83781;2021
137;Zambia;Sub-Saharan Africa;4,07340;3,01348;0,47069;56;0,68009;0,42024;0,86481;2021
148;Zimbabwe;Sub-Saharan Africa;3,14480;2,60868;0,55324;56;0,50129;0,29023;0,86197;2021
146;Afghanistan;South Asia;2,40380;3,43077;0,00000;65;0,00000;0,18993;0,00832;2022
90;Albania;Central and Eastern Europe;5,19880;6,51098;0,48923;78;0,69039;0,29574;0,04836;2022
96;Argelia;Sub-Saharan Africa;5,12230;6,16812;0,73461;76;0,19727;0,22752;0,25535;2022
57;Argentina;Latin America and Caribbean;5,96700;7,20403;0,83488;76;0,75047;0,17207;0,14472;2022
82;Armenia;Commonwealth of Independent States;5,39860;6,49102;0,62118;76;0,75348;0,11645;0,35769;2022
12;Australia;North America and ANZ;7,16210;8,59913;0,91171;80;0,91414;0,55053;0,58117;2022
11;Austria;Western Europe;7,16300;8,74141;0,88283;80;0,84156;0,41306;0,56086;2022
92;Azerbaijan;Commonwealth of Independent States;5,17340;6,59900;0,82811;73;0,81198;0,05007;0,58051;2022
21;Bahrain;Middle East and North Africa;6,64690;8,39134;0,77954;75;0,93632;0,42584;0,26344;2022
94;Bangladesh;South Asia;5,15550;4,79885;0,46496;74;0,84087;0,26700;0,31816;2022
65;Belarus;Commonwealth of Independent States;5,82150;7,06956;0,87623;75;0,46192;0,08452;0,48057;2022
19;Belgium;Western Europe;6,80500;8,63249;0,83805;79;0,66475;0,10548;0,34685;2022
115;Benin;Sub-Saharan Africa;4,62320;4,21715;0,04829;66;0,64703;0,27082;0,39135;2022
71;Bolivia;Latin America and Caribbean;5,60030;5,68393;0,66661;73;0,84706;0,23856;0,10937;2022
67;Bosnia and Herzegovina;Central and Eastern Europe;5,76800;6,64551;0,80916;76;0,60556;0,52131;0,00938;2022
142;Botswana;Sub-Saharan Africa;3,47110;6,80091;0,61782;65;0,77206;0,02663;0,17380;2022
38;Brazil;Latin America and Caribbean;6,29280;6,61668;0,79111;75;0,73827;0,28005;0,22882;2022
85;Bulgaria;Central and Eastern Europe;5,37090;7,35471;0,88104;76;0,76056;0,26345;0,03616;2022
113;Burkina Faso;Sub-Saharan Africa;4,67050;3,52631;0,42800;66;0,51635;0,39847;0,21393;2022
114;Cambodia;Southeast Asia;4,64030;4,61278;0,55466;71;1,00000;0,35465;0,11574;2022
102;Cameroon;Sub-Saharan Africa;5,04760;4,38139;0,50890;66;0,53663;0,32437;0,12537;2022
15;Canada;North America and ANZ;7,02510;8,53832;0,89988;80;0,89034;0,46367;0,62745;2022
130;Chad;Sub-Saharan Africa;4,25080;2,99429;0,38358;63;0,24362;0,38808;0,13112;2022
44;Chile;Latin America and Caribbean;6,17180;7,47425;0,81804;79;0,62162;0,26430;0,11689;2022
72;China;East Asia;5,58530;6,82742;0,72609;77;0,88709;0,21219;0,24242;2022
66;Colombia;Latin America and Caribbean;5,78060;6,57073;0,70354;78;0,73647;0,18617;0,13074;2022
116;Comoros;Sub-Saharan Africa;4,60860;4,07074;0,36074;69;0,25040;0,41567;0,21357;2022
99;Congo;Sub-Saharan Africa;5,07520;4,30155;0,30696;67;0,58221;0,27791;0,24819;2022
23;Costa Rica;Latin America and Caribbean;6,58200;7,17062;0,79887;79;0,89372;0,19015;0,17451;2022
47;Croatia;Central and Eastern Europe;6,12520;7,71867;0,89648;78;0,72241;0,23325;0,00000;2022
41;Cyprus;Sub-Saharan Africa;6,22090;8,21521;0,68892;81;0,60557;0,26356;0,10528;2022
18;Czechia;Central and Eastern Europe;6,91980;8,21499;0,95467;78;0,89237;0,33864;0,08215;2022
2;Denmark;Western Europe;7,63620;8,83769;0,94149;80;0,97146;0,40097;0,90670;2022
69;Dominican Republic;Latin America and Caribbean;5,73720;6,95908;0,75982;74;0,81898;0,17961;0,30446;2022
76;Ecuador;Latin America and Caribbean;5,53330;6,11796;0,66607;78;0,76310;0,17165;0,14163;2022
129;Egypt;Middle East and North Africa;4,28770;6,28287;0,55484;73;0,63373;0,08688;0,43349;2022
49;El Salvador;Latin America and Caribbean;6,12000;5,72506;0,58176;75;0,89984;0,18951;0,36099;2022
36;Estonia;Western Europe;6,34080;8,11754;0,93364;78;0,93145;0,26272;0,56726;2022
125;Eswatini;Sub-Saharan Africa;4,39610;5,76459;0,59569;62;0,35032;0,08044;0,26259;2022
131;Ethiopia;Sub-Saharan Africa;4,24150;3,56684;0,61291;70;0,63841;0,43725;0,23146;2022
1;Finland;Western Europe;7,82100;8,56175;0,95317;80;0,99399;0,23237;0,90939;2022
20;France;Western Europe;6,68670;8,43077;0,92324;81;0,76644;0,14938;0,45266;2022
106;Gabon;Sub-Saharan Africa;4,95830;6,60452;0,55890;68;0,46375;0,06897;0,16805;2022
93;Gambia;Sub-Saharan Africa;5,16360;3,55224;0,47015;67;0,49644;0,82926;0,17472;2022
105;Georgia;Commonwealth of Independent States;4,97320;6,64092;0,46345;74;0,68636;0,00000;0,35489;2022
14;Germany;Western Europe;7,03410;8,70708;0,82395;80;0,79064;0,34739;0,60939;2022
111;Ghana;Sub-Saharan Africa;4,87200;5,03084;0,45075;68;0,67498;0,49054;0,09471;2022
58;Greece;Middle East and North Africa;5,94820;7,70827;0,74276;80;0,33669;0,03189;0,18461;2022
39;Guatemala;Latin America and Caribbean;6,26220;5,76466;0,62965;72;0,89476;0,23985;0,19561;2022
109;Guinea;Sub-Saharan Africa;4,89050;3,83884;0,42911;64;0,45107;0,45685;0,19699;2022
55;Honduras;Latin America and Caribbean;6,02210;5,02979;0,67050;73;0,78665;0,43168;0,13034;2022
81;Hong Kong;East Asia;5,42480;8,85912;0,72298;85;0,54097;0,31356;0,65224;2022
51;Hungary;Central and Eastern Europe;6,08590;7,91093;0,93384;76;0,65489;0,16603;0,10886;2022
3;Iceland;Western Europe;7,55750;8,76134;1,00000;80;0,97048;0,57619;0,32583;2022
136;India;South Asia;3,77710;5,28205;0,28451;70;0,87446;0,42292;0,21014;2022
87;Indonesia;Southeast Asia;5,23960;6,25498;0,66891;72;0,83815;1,00000;0,08059;2022
110;Iran;Middle East and North Africa;4,88790;6,38063;0,56114;76;0,38018;0,51501;0,24950;2022
107;Iraq;Middle East and North Africa;4,94090;5,83318;0,51697;73;0,44382;0,31357;0,07829;2022
13;Ireland;Western Europe;7,04080;9,63627;0,88309;80;0,84692;0,40537;0,69472;2022
9;Israel;Middle East and North Africa;7,36380;8,26439;0,92506;81;0,76704;0,33090;0,24303;2022
31;Italy;Western Europe;6,46670;8,30189;0,79682;80;0,55740;0,18239;0,10098;2022
88;Ivory Coast;Sub-Saharan Africa;5,23460;4,95177;0,33518;66;0,60954;0,31823;0,21080;2022
63;Jamaica;Latin America and Caribbean;5,84960;5,86501;0,79157;76;0,76602;0,17028;0,08977;2022
54;Japan;East Asia;6,03890;8,30320;0,82532;82;0,72502;0,01532;0,37182;2022
134;Jordan;Middle East and North Africa;4,15210;5,99044;0,54861;77;0,64298;0,12369;0,34136;2022
40;Kazakhstan;Commonwealth of Independent States;6,23410;7,54949;0,92443;75;0,78852;0,28593;0,26778;2022
119;Kenya;Sub-Saharan Africa;4,54300;4,66892;0,45842;68;0,59452;0,68762;0,13999;2022
32;Kosovo;Central and Eastern Europe;6,45510;6,16511;0,71924;73;0,80922;0,66076;0,05966;2022
50;Kuwait;Middle East and North Africa;6,10610;8,61713;0,74496;79;0,83419;0,18583;0,24989;2022
64;Kyrgyzstan;Commonwealth of Independent States;5,82850;4,83649;0,84056;75;0,93652;0,44485;0,04223;2022
95;Laos;East Asia;5,14030;5,60693;0,49568;71;0,91760;0,42001;0,31355;2022
42;Latvia;Western Europe;6,18040;7,83741;0,92495;75;0,67845;0,16089;0,15420;2022
145;Lebanon;Middle East and North Africa;2,95530;6,30068;0,37730;75;0,13891;0,17565;0,05753;2022
141;Lesotho;Sub-Saharan Africa;3,51180;3,79591;0,64243;56;0,56585;0,16256;0,03136;2022
97;Liberia;Sub-Saharan Africa;5,12150;2,87687;0,50761;65;0,54778;0,38012;0,13557;2022
86;Libya;Middle East and North Africa;5,33020;6,67955;0,71413;74;0,64394;0,22644;0,30577;2022
34;Lithuania;Western Europe;6,44560;8,16481;0,91192;76;0,66978;0,11378;0,13111;2022
6;Luxembourg;Western Europe;7,40400;10,00000;0,87470;80;0,94553;0,25688;0,66139;2022
128;Madagascar;Sub-Saharan Africa;4,33910;3,03401;0,48834;68;0,27303;0,30553;0,26161;2022
138;Malawi;Sub-Saharan Africa;3,75040;2,93212;0,21160;68;0,64448;0,29961;0,26761;2022
70;Malaysia;Southeast Asia;5,71130;7,64581;0,71039;75;0,88411;0,45554;0,21412;2022
123;Mali;Sub-Saharan Africa;4,47900;3,58285;0,36603;65;0,47266;0,27444;0,07204;2022
33;Malta;Western Europe;6,44690;8,32028;0,88561;80;0,91775;0,37249;0,28261;2022
133;Mauritania;Middle East and North Africa;4,15260;4,97958;0,65526;70;0,41070;0,18884;0,23596;2022
52;Mauritius;Sub-Saharan Africa;6,07110;7,20156;0,84581;73;0,79651;0,27965;0,18227;2022
46;Mexico;Latin America and Caribbean;6,12760;7,02240;0,67101;75;0,83965;0,19635;0,19636;2022
62;Moldova;Central and Eastern Europe;5,85680;6,41518;0,76404;74;0,75835;0,21864;0,04855;2022
68;Mongolia;East Asia;5,76070;6,30479;0,90722;70;0,53758;0,52816;0,10095;2022
75;Montenegro;Central and Eastern Europe;5,54680;7,12120;0,77533;76;0,62190;0,28808;0,13123;2022
100;Morocco;Middle East and North Africa;5,05990;5,46755;0,20288;73;0,66525;0,04310;0,17332;2022
101;Mozambique;Sub-Saharan Africa;5,04830;2,61740;0,49979;62;0,80130;0,39563;0,34028;2022
126;Myanmar;Southeast Asia;4,39420;4,70037;0,62808;71;0,69315;0,96630;0,33024;2022
124;Namibia;Sub-Saharan Africa;4,45940;5,84951;0,66457;67;0,51878;0,14257;0,12072;2022
84;Nepal;South Asia;5,37650;4,45594;0,59380;71;0,70065;0,50597;0,22120;2022
5;Netherlands;Western Europe;7,41490;8,80140;0,91358;80;0,87925;0,57932;0,71415;2022
10;New Zealand;North America and ANZ;7,19980;8,38257;0,93539;79;0,91854;0,52286;0,82307;2022
45;Nicaragua;Latin America and Caribbean;6,16460;5,00014;0,77965;75;0,83340;0,35862;0,36102;2022
104;Niger;Sub-Saharan Africa;5,00350;2,57932;0,42432;66;0,77202;0,35183;0,24677;2022
118;Nigeria;Sub-Saharan Africa;4,55200;4,88582;0,55470;65;0,60046;0,37306;0,06395;2022
89;North Macedonia;Central and Eastern Europe;5,19900;6,81012;0,65355;75;0,65875;0,45974;0,05283;2022
8;Norway;Western Europe;7,36510;9,03954;0,93873;80;0,98326;0,46298;0,80773;2022
121;Pakistan;South Asia;4,51580;4,74669;0,31258;67;0,60506;0,38691;0,19033;2022
122;Palestinian Territories;Middle East and North Africa;4,48250;5,19565;0,72522;72;0,45454;0,15634;0,13538;2022
37;Panama;Latin America and Caribbean;6,30910;7,76178;0,83838;78;0,80043;0,10441;0,08740;2022
73;Paraguay;Latin America and Caribbean;5,57830;6,37543;0,85633;75;0,84979;0,36596;0,10116;2022
74;Peru;Latin America and Caribbean;5,55910;6,32524;0,65505;78;0,73680;0,19147;0,06305;2022
60;Philippines;Southeast Asia;5,90360;5,73773;0,69088;72;0,91683;0,22929;0,24142;2022
48;Poland;Central and Eastern Europe;6,12280;7,95468;0,88914;78;0,70671;0,26538;0,23877;2022
56;Portugal;Western Europe;6,01630;7,96549;0,81707;80;0,88467;0,03490;0,06674;2022
28;Romania;Central and Eastern Europe;6,47700;7,77992;0,76229;76;0,81787;0,08393;0,01047;2022
80;Russia;Commonwealth of Independent States;5,45860;7,62519;0,82975;74;0,54241;0,25053;0,13602;2022
143;Rwanda;Sub-Saharan Africa;3,26820;3,55415;0,10054;70;0,83979;0,39891;0,92742;2022
25;Saudi Arabia;Middle East and North Africa;6,52280;8,46181;0,82739;74;0,87940;0,16759;0,30737;2022
103;Senegal;Sub-Saharan Africa;5,04610;4,22160;0,40137;70;0,66712;0,30647;0,13746;2022
43;Serbia;Central and Eastern Europe;6,17800;7,01436;0,82245;76;0,73761;0,46725;0,15064;2022
140;Sierra Leone;Sub-Saharan Africa;3,57400;3,10358;0,31521;64;0,52298;0,43229;0,09287;2022
27;Singapore;Southeast Asia;6,48020;9,72490;0,85415;82;0,90749;0,34770;1,00000;2022
35;Slovakia;Central and Eastern Europe;6,39070;7,85947;0,93319;78;0,64679;0,25180;0,04181;2022
22;Slovenia;Central and Eastern Europe;6,63010;8,19057;0,94632;79;0,92499;0,25178;0,19555;2022
91;South Africa;Sub-Saharan Africa;5,19390;6,44950;0,82447;67;0,59743;0,18991;0,07846;2022
59;South Korea;East Asia;5,93510;8,37826;0,67108;82;0,55924;0,23723;0,30003;2022
29;Spain;Western Europe;6,47630;8,18361;0,91750;81;0,68232;0,21683;0,25393;2022
127;Sri Lanka;South Asia;4,36220;6,40665;0,70733;76;0,71472;0,31997;0,13388;2022
7;Sweden;Western Europe;7,38430;8,69133;0,91221;80;0,97793;0,46574;0,87289;2022
4;Switzerland;Western Europe;7,51160;9,16979;0,92890;81;0,91475;0,31377;0,78559;2022
26;Taiwan Province of China;East Asia;6,51250;8,58555;0,82975;78;0,73273;0,16035;0,28669;2022
83;Tajikistan;Commonwealth of Independent States;5,37710;4,37416;0,76155;72;0,77231;0,25127;0,51789;2022
139;Tanzania;Sub-Saharan Africa;3,70240;3,84022;0,45232;69;0,78075;0,53076;0,46087;2022
61;Thailand;Southeast Asia;5,89120;6,94772;0,83005;77;0,83327;0,68600;0,04437;2022
135;Togo;Sub-Saharan Africa;4,11230;3,49012;0,24358;67;0,39427;0,37273;0,22565;2022
120;Tunisia;Middle East and North Africa;4,51600;6,10961;0,45179;76;0,42687;0,06175;0,04965;2022
112;Turkey;Middle East and North Africa;4,74420;7,72532;0,65551;77;0,28250;0,18641;0,19590;2022
78;Turkmenistan;Commonwealth of Independent States;5,47430;6,71819;0,99927;72;0,87696;0,67169;0,05386;2022
117;Uganda;Sub-Saharan Africa;4,60260;3,51766;0,66312;69;0,54361;0,47437;0,11295;2022
98;Ukraine;Commonwealth of Independent States;5,08410;6,38770;0,81866;74;0,63917;0,40253;0,02865;2022
24;United Arab Emirates;Middle East and North Africa;6,57600;9,04366;0,74215;75;0,94864;0,43534;0,42677;2022
17;United Kingdom;Western Europe;6,94250;8,45109;0,86604;79;0,80610;0,61778;0,56096;2022
16;United States;North America and ANZ;6,97680;8,97234;0,89524;75;0,77600;0,47025;0,30113;2022
30;Uruguay;Latin America and Caribbean;6,47360;7,30759;0,89371;76;0,89858;0,21930;0,45200;2022
53;Uzbekistan;Commonwealth of Independent States;6,06270;5,51801;0,82699;74;0,96707;0,60507;0,40970;2022
108;Venezuela;Latin America and Caribbean;4,92550;0,00000;0,73330;74;0,38197;0,48141;0,13911;2022
77;Vietnam;Southeast Asia;5,48500;5,66806;0,70576;75;0,95532;0,30553;0,17950;2022
132;Yemen;Middle East and North Africa;4,19690;3,12954;0,78989;68;0,44537;0,19317;0,16680;2022
137;Zambia;Sub-Saharan Africa;3,75980;4,21012;0,43733;65;0,70982;0,43336;0,14128;2022
144;Zimbabwe;Sub-Saharan Africa;2,99510;4,28445;0,52311;64;0,44485;0,22710;0,17883;2022
1;Finland;Western Europe;7,80420;8,58486;0,97853;71;1,00000;0,29969;0,04551;2023
2;Denmark;Western Europe;7,58640;8,86229;0,95567;71;0,95192;0,49451;0,06348;2023
3;Iceland;Western Europe;7,52960;8,75364;1,00000;72;0,95678;0,59219;0,66635;2023
4;Israel;Middle East and North Africa;7,47290;8,33490;0,93888;73;0,73689;0,29427;0,71775;2023
5;Netherlands;Western Europe;7,40300;8,82986;0,91885;72;0,87144;0,59435;0,29735;2023
6;Sweden;Western Europe;7,39520;8,73292;0,93249;72;0,97682;0,53339;0,07195;2023
7;Norway;Western Europe;7,31550;9,06702;0,93909;72;0,97449;0,50265;0,17450;2023
8;Switzerland;Western Europe;7,24010;9,19142;0,90316;73;0,87869;0,35761;0,15356;2023
9;Luxembourg;Western Europe;7,22790;10,00000;0,83775;72;0,91985;0,35413;0,25399;2023
10;New Zealand;North America and ANZ;7,12290;8,37266;0,95300;70;0,87092;0,54617;0,15977;2023
11;Austria;Western Europe;7,09730;8,75915;0,85325;71;0,81601;0,45297;0,44786;2023
12;Australia;North America and ANZ;7,09460;8,63220;0,92411;71;0,87718;0,57510;0,44676;2023
13;Canada;North America and ANZ;6,96070;8,55330;0,91619;71;0,85004;0,51781;0,35007;2023
14;Ireland;Western Europe;6,91080;9,78382;0,87965;71;0,84989;0,44031;0,27056;2023
15;United States;North America and ANZ;6,89370;9,00265;0,90117;66;0,72244;0,49739;0,69285;2023
16;Germany;Western Europe;6,89180;8,72605;0,86497;71;0,80068;0,36188;0,34925;2023
17;Belgium;Western Europe;6,85910;8,66895;0,89447;71;0,76511;0,32545;0,51401;2023
18;Czechia;Central and Eastern Europe;6,84520;8,28976;0,95328;69;0,89842;0,37426;0,91042;2023
19;United Kingdom;Western Europe;6,79560;8,44176;0,84353;70;0,81162;0,64606;0,39333;2023
20;Lithuania;Western Europe;6,76300;8,21935;0,93265;67;0,63165;0,13882;0,84163;2023
21;France;Western Europe;6,66130;8,43604;0,88501;72;0,75391;0,19600;0,51918;2023
22;Slovenia;Central and Eastern Europe;6,64990;8,25270;0,95008;71;0,91699;0,34197;0,79841;2023
23;Costa Rica;Latin America and Caribbean;6,60850;7,21454;0,82705;70;0,88549;0,23480;0,79402;2023
24;Romania;Central and Eastern Europe;6,58910;7,84633;0,79012;67;0,81787;0,10504;1,00000;2023
25;Singapore;Southeast Asia;6,58670;9,85578;0,83625;74;0,85557;0,40350;0,00000;2023
26;United Arab Emirates;Middle East and North Africa;6,57120;9,16068;0,75511;66;0,96615;0,44544;0,55900;2023
27;Taiwan Province of China;East Asia;6,53540;8,59374;0,84699;70;0,72836;0,15951;0,68312;2023
28;Uruguay;Latin America and Caribbean;6,49390;7,35304;0,89188;68;0,88580;0,24140;0,54723;2023
29;Slovakia;Central and Eastern Europe;6,46860;7,86977;0,95326;69;0,64092;0,30272;0,96008;2023
30;Saudi Arabia;Middle East and North Africa;6,46260;8,46003;0,84612;64;0,88341;0,22099;0,69631;2023
31;Estonia;Western Europe;6,45520;8,17615;0,94244;70;0,94374;0,36408;0,33635;2023
32;Spain;Western Europe;6,43620;8,17445;0,92078;72;0,69075;0,23973;0,72085;2023
33;Italy;Western Europe;6,40450;8,32731;0,84254;72;0,56725;0,23004;0,88846;2023
34;Kosovo;Central and Eastern Europe;6,36760;6,24855;0,78362;65;0,82763;0,65294;0,91958;2023
35;Chile;Latin America and Caribbean;6,33380;7,47934;0,85433;70;0,70825;0,30961;0,86419;2023
36;Mexico;Latin America and Caribbean;6,32950;7,04829;0,72157;66;0,81857;0,20456;0,79471;2023
37;Malta;Western Europe;6,29990;8,37103;0,90665;72;0,86931;0,47551;0,74428;2023
38;Panama;Latin America and Caribbean;6,26450;7,79090;0,86551;69;0,81663;0,15386;0,93513;2023
39;Poland;Central and Eastern Europe;6,25970;8,03202;0,91036;69;0,66208;0,28425;0,75284;2023
40;Nicaragua;Latin America and Caribbean;6,25880;5,03970;0,79769;66;0,85515;0,35029;0,61164;2023
41;Latvia;Western Europe;6,21270;7,89731;0,92919;66;0,75197;0,25290;0,87377;2023
42;Bahrain;Middle East and North Africa;6,17320;8,55840;0,78370;66;0,96993;0,47260;0,75428;2023
43;Guatemala;Latin America and Caribbean;6,15030;5,85171;0,73362;63;0,81813;0,25076;0,88184;2023
44;Kazakhstan;Commonwealth of Independent States;6,14390;7,56428;0,92033;66;0,81342;0,32303;0,73482;2023
45;Serbia;Central and Eastern Europe;6,14360;7,05543;0,82925;67;0,79928;0,58329;0,85611;2023
46;Cyprus;Sub-Saharan Africa;6,13000;8,29006;0,75600;73;0,59029;0,24724;0,91149;2023
47;Japan;East Asia;6,12900;8,29732;0,86211;74;0,72073;0,02207;0,63067;2023
48;Croatia;Central and Eastern Europe;6,12500;7,84908;0,89808;69;0,64764;0,20572;0,99514;2023
49;Brazil;Latin America and Caribbean;6,12460;6,61229;0,77190;66;0,72389;0,31172;0,75554;2023
50;El Salvador;Latin America and Caribbean;6,12160;5,80835;0,64474;66;0,92432;0,18630;0,60474;2023
51;Hungary;Central and Eastern Europe;6,04120;7,97616;0,93778;68;0,64884;0,24833;0,88476;2023
52;Argentina;Latin America and Caribbean;6,02370;7,22632;0,85707;67;0,76071;0,20975;0,85303;2023
53;Honduras;Latin America and Caribbean;6,02250;5,06831;0,66162;64;0,79509;0,44756;0,88992;2023
54;Uzbekistan;Commonwealth of Independent States;6,01430;5,57893;0,83191;65;0,95948;0,61580;0,62845;2023
55;Malaysia;Southeast Asia;6,01230;7,56920;0,71315;66;0,85394;0,52677;0,78209;2023
56;Portugal;Western Europe;5,96800;7,99242;0,83693;71;0,89828;0,07408;0,93485;2023
57;South Korea;East Asia;5,95110;8,42289;0,73343;74;0,57814;0,26482;0,70892;2023
58;Greece;Middle East and North Africa;5,93090;7,76334;0,76983;71;0,32130;0,01872;0,82647;2023
59;Mauritius;Sub-Saharan Africa;5,90230;7,22373;0,85309;64;0,74392;0,28772;0,80308;2023
60;Thailand;Southeast Asia;5,84300;6,88830;0,82996;68;0,80842;0,69105;0,97612;2023
61;Mongolia;East Asia;5,84020;6,27027;0,92248;60;0,55112;0,56607;0,89736;2023
62;Kyrgyzstan;Commonwealth of Independent States;5,82530;4,82472;0,88867;67;0,95323;0,55447;0,96769;2023
63;Moldova;Central and Eastern Europe;5,81920;6,47629;0,80365;65;0,79010;0,22171;0,96394;2023
64;China;East Asia;5,81790;6,86644;0,77100;69;0,86285;0,27174;0,74219;2023
65;Vietnam;Southeast Asia;5,76330;6,13089;0,74830;66;0,96073;0,31901;0,78257;2023
66;Paraguay;Latin America and Caribbean;5,73780;6,49413;0,88074;66;0,87829;0,35005;0,88953;2023
67;Montenegro;Central and Eastern Europe;5,72220;6,98795;0,85507;67;0,73022;0,40445;0,89189;2023
68;Jamaica;Latin America and Caribbean;5,70270;5,93143;0,82031;67;0,76020;0,18840;0,93100;2023
69;Bolivia;Latin America and Caribbean;5,68430;5,63795;0,73301;64;0,83951;0,24382;0,89362;2023
70;Russia;Commonwealth of Independent States;5,66070;7,63550;0,85360;65;0,58253;0,28501;0,83694;2023
71;Bosnia and Herzegovina;Central and Eastern Europe;5,63250;6,66703;0,84056;67;0,62870;0,58636;0,98525;2023
72;Colombia;Latin America and Caribbean;5,63040;6,61594;0,74912;69;0,72895;0,19087;0,87797;2023
73;Dominican Republic;Latin America and Caribbean;5,56890;6,98469;0,75753;64;0,80788;0,19790;0,65223;2023
74;Ecuador;Latin America and Caribbean;5,55890;6,10362;0,72430;69;0,72544;0,18660;0,87672;2023
75;Peru;Latin America and Caribbean;5,52590;6,31771;0,71215;70;0,71189;0,17237;0,95226;2023
76;Philippines;Southeast Asia;5,52290;5,62837;0,68402;62;0,92607;0,24742;0,74840;2023
77;Bulgaria;Central and Eastern Europe;5,46610;7,43485;0,89974;66;0,72252;0,25132;0,97687;2023
78;Nepal;South Asia;5,36030;4,45000;0,63400;62;0,73531;0,50939;0,81390;2023
79;Armenia;Commonwealth of Independent States;5,34170;6,66532;0,70009;68;0,71402;0,12596;0,71435;2023
80;Tajikistan;Commonwealth of Independent States;5,32980;4,41825;0,77080;62;0,77680;0,24758;0,47954;2023
81;Argelia;Sub-Saharan Africa;5,32910;6,15254;0,80144;67;0,32703;0,17425;0,72900;2023
82;Hong Kong S.A.R. of China;East Asia;5,30850;8,86926;0,74172;77;0,52727;0,29069;0,30460;2023
83;Albania;Central and Eastern Europe;5,27730;6,58829;0,58729;69;0,71181;0,31482;0,93487;2023
84;Indonesia;Southeast Asia;5,27690;6,29103;0,72154;63;0,85978;1,00000;0,93218;2023
85;South Africa;Sub-Saharan Africa;5,27460;6,44165;0,88162;57;0,60099;0,21338;0,96558;2023
86;Congo (Brazzaville);Sub-Saharan Africa;5,26710;4,18781;0,41059;57;0,60093;0,31812;0,75746;2023
87;North Macedonia;Central and Eastern Europe;5,25360;6,80954;0,72273;67;0,66807;0,49069;0,96504;2023
88;Venezuela;Latin America and Caribbean;5,21060;0,00000;0,77587;64;0,47789;0,48704;0,84973;2023
89;Laos;East Asia;5,11070;5,60176;0,52653;61;0,92660;0,43946;0,71063;2023
90;Georgia;Commonwealth of Independent States;5,10910;6,71676;0,58458;65;0,69826;0,00000;0,64214;2023
91;Guinea;Sub-Saharan Africa;5,07170;3,83773;0,47925;54;0,47791;0,48300;0,81849;2023
92;Ukraine;Commonwealth of Independent States;5,07140;6,17455;0,83623;65;0,71371;0,62952;0,97145;2023
93;Ivory Coast;Sub-Saharan Africa;5,05270;4,97236;0,36028;56;0,60544;0,32724;0,76597;2023
94;Gabon;Sub-Saharan Africa;5,03470;6,53940;0,63034;58;0,44869;0,08561;0,81765;2023
95;Nigeria;Sub-Saharan Africa;4,98060;4,84103;0,62145;55;0,58086;0,41637;0,97711;2023
96;Cameroon;Sub-Saharan Africa;4,97320;4,38599;0,53789;56;0,52545;0,34244;0,89435;2023
97;Mozambique;Sub-Saharan Africa;4,95400;2,59175;0,54660;52;0,81038;0,38307;0,65691;2023
98;Iraq;Middle East and North Africa;4,94090;5,82354;0,58814;63;0,45558;0,31677;0,93253;2023
99;State of Palestine;Middle East and North Africa;4,90780;5,20061;0,80811;39;0,53963;0,15516;0,88085;2023
100;Morocco;Middle East and North Africa;4,90280;5,61914;0,33027;64;0,69966;0,02990;0,84896;2023
101;Iran;Middle East and North Africa;4,87630;6,65816;0,68031;67;0,36380;0,54376;0,76748;2023
102;Senegal;Sub-Saharan Africa;4,85510;4,28578;0,44908;60;0,67263;0,33736;0,89374;2023
103;Mauritania;Middle East and North Africa;4,72390;4,99605;0,47186;60;0,41495;0,30735;0,65291;2023
104;Burkina Faso;Sub-Saharan Africa;4,63760;3,48918;0,50240;55;0,54301;0,44503;0,79856;2023
